QueryID,DocID,Score
Q32,CACM-2660,"addendum **to** m. l. patrick paper cacm april, 1974 simmons, g. c. parallelism, polynomial root finding, **real** zeros 5.15 ca740410 jb february 1, 1978 10:36 am 2660 **4** 2660 2266 5 2660 2660 5 2660 2660 5 2660 2660 5 2660"
Q32,CACM-2040,"modified romberg quadrature (algorithm 351 $d1)) cacm june, **1970** wallick, g. c. **numerical** integration, romberg quadrature, modified romberg quadrature, trapezoid values, rectangle values 5.16 ca700615 jb february 13, 1978 10:27 am 1040 **4** 2040 1352 **4** 2040 1352 **4** 2040 1352 **4** 2040 1352 **4** 2040 1356 **4** 2040 1883 **4** 2040 1982 **4** 2040 1982 **4** 2040 2040 **4** 2040 2040 **4** 2040 2040 **4** 2040 2040 **4** 2040 2040 **4** 2040 2040 **4** 2040 1241 5 2040 1273 5 2040 1352 5 2040 1356 5 2040 324 5 2040 2040 5 2040 2040 5 2040 2040 5 2040 2355 5 2040 621 5 2040 1418 6 2040 1521 6 2040 1597 6 2040 1883 6 2040 2040 6 2040 2350 6 2040 2354 6 2040"
Q32,CACM-1982,"modified havie integration (algorithm 400 $d1)) cacm october, **1970** wallick, g. c. **numerical** integration, havie integration, romberg quadrature, modified romberg-quadrature, trapezoid values, rectangle values 5.16 ca701008 jb february 10, 1978 9:22 am 205 **4** 1982 210 **4** 1982 214 **4** 1982 1352 **4** 1982 1352 **4** 1982 1982 **4** 1982 1982 **4** 1982 1982 **4** 1982 1982 **4** 1982 398 **4** 1982 2040 **4** 1982 2040 **4** 1982 2355 **4** 1982 642 **4** 1982 669 **4** 1982 100 **4** 1982 123 **4** 1982 164 **4** 1982 **1** 5 1982 1273 5 1982 1883 5 1982 1982 5 1982 1982 5 1982 1982 5 1982 324 5 1982 2415 5 1982 1040 6 1982 1982 6 1982 2074 6 1982"
Q32,CACM-0645,"invrs (algorithm 66) cacm january, 1962 randell, b. broyden, c. g. ca620114 jb march 20, 1978 4:04 pm 645 5 645 645 5 645 645 5 645"
Q32,CACM-0339,"**real** exponential integral (algorithm 20) cacm april, 1961 alexander, w. j. thacher jr., h. c. ca610429 jb march 16, 1978 11:36 pm 339 5 339 339 5 339 339 5 339"
Q32,CACM-1298,"adaptive **numerical** integration **by** simpson's rule (algorithm 145 [d1]) cacm march, 1965 pike, m. c. ca650309 jb march 7, 1978 6:03 pm 1298 5 1298 1298 5 1298 1298 5 1298 2093 5 1298 834 6 1298 872 6 1298 1092 6 1298 1298 6 1298 1573 6 1298 429 6 1298"
Q32,CACM-0561,"analytic differentiation **by** computer cacm june, 1962 hanson, j. w. caviness, j. s. joseph, c. ca620624 jb march 17, 1978 9:12 pm 1134 **4** 561 1141 **4** 561 364 **4** 561 405 **4** 561 438 **4** 561 561 **4** 561 561 **4** 561 44 **4** 561 964 5 561 1028 5 561 1216 5 561 1396 5 561 1392 5 561 393 5 561 77 5 561 561 5 561 561 5 561 561 5 561 964 6 561 1028 6 561 1028 6 561 1029 6 561 1029 6 561 1029 6 561 1083 6 561 1132 6 561 1214 6 561 1278 6 561 1334 6 561 1365 6 561 1386 6 561 1387 6 561 1388 6 561 1392 6 561 1393 6 561 1394 6 561 1395 6 561 1396 6 561 1397 6 561 1496 6 561 284 6 561 284 6 561 407 6 561 3199 6 561 3200 6 561 3201 6 561 3202 6 561 3203 6 561 3204 6 561 561 6 561 561 6 561 561 6 561 561 6 561 561 6 561 730 6 561 759 6 561"
Q32,CACM-0866,"sorting **on** computers cacm may, 1963 gotlieb, c. c. ca630501 jb march 14, 1978 11:37 am 2017 5 866 866 5 866 866 5 866 866 5 866 849 6 866 850 6 866 851 6 866 852 6 866 853 6 866 854 6 866 855 6 866 856 6 866 857 6 866 858 6 866 859 6 866 860 6 866 861 6 866 862 6 866 863 6 866 864 6 866 865 6 866 866 6 866"
Q32,CACM-1174,"inverse **permutation** (algorithm 250 [g6]) cacm november, 1965 medlock, c. w. ca651107 jb march 6, 1978 5:01 pm 1174 5 1174 1174 5 1174 1174 5 1174"
Q32,CACM-1990,"**numerical** constants (algorithm) cacm september, **1970** dunham, c. b. **numerical** algorithm, **numerical** constants 5.10 ca700915 jb february 10, 1978 9:48 am 1990 5 1990 1990 5 1990 1990 5 1990"
Q32,CACM-2041,"shellsort (algorithm 201 $m1)) cacm june, **1970** chandler, j. p. harrison, w. c. sorting, minimal storage sorting, digital computer sorting 5.31 ca700614 jb february 13, 1978 10:29 am 1175 **4** 2041 1919 **4** 2041 2017 **4** 2041 2041 **4** 2041 2216 **4** 2041 2041 5 2041 2041 5 2041 2041 5 2041 864 5 2041"
Q32,CACM-2224,"complex gamma function [s14] (algorithm 404) cacm january, **1971** lucas jr., c. w. terrill, c. w. gamma function, poles **of** gamma function, stirling's asymptotic series, recursion formula, reflection formula 5.12 ca710110 jb february 8, 1978 10:25 am 2224 **4** 2224 1547 5 2224 2224 5 2224 2224 5 2224 2224 5 2224"
Q32,CACM-0826,"remarks **on** fortran subroutines **for** time series **analysis** cacm june, 1963 bennett, c. m. ca630623 jb march 14, 1978 10:00 am 1118 **4** 826 826 **4** 826 948 **4** 826 942 5 826 1118 5 826 826 5 826 826 5 826 826 5 826 826 6 826 942 6 826"
Q32,CACM-0292,"an information retrieval language **for** legal studies cacm september, 1961 kehl, w. b. horty, j. f. bacon, c. r. t. mitchell, d. s. ca610902 jb march 16, 1978 9:51 pm 292 5 292 292 5 292 292 5 292"
Q32,CACM-1310,"**a** rapid braille transliteration technique **for** certain ibm machines cacm february, 1965 weiler, w. j. klema, v. c. ca650214 jb march 7, 1978 10:55 pm 1310 5 1310 1310 5 1310 1310 5 1310"
Q32,CACM-0931,"systematic mistake **analysis** **of** digital computer programs cacm february, 1963 miller, j. c. maloney, c. j. ca630202 jb march 14, 1978 2:23 pm 1324 **4** 931 931 **4** 931 931 **4** 931 931 **4** 931 931 5 931 931 5 931 931 5 931 202 5 931 396 5 931 2616 5 931 634 5 931 795 5 931 931 6 931 931 6 931 1548 6 931 1684 6 931 2517 6 931 404 6 931"
Q32,CACM-2133,"algorithm **for** **the** assignment problem (rectangular matrices) [h] (algorithm 415) cacm december, **1971** bourgeois, f. lassalle, j. c. operations research, optimization theory, assignment problem, rectangular **matrices** 5.39 5.40 ca711210 jb february 2, 1978 9:38 am 2133 **4** 2133 2133 **4** 2133 2134 **4** 2133 124 5 2133 2133 5 2133 2133 5 2133 2133 5 2133 2134 5 2133"
Q32,CACM-0512,"telescope **1** (algorithm 37) cacm august, 1962 thacher jr., h. c. ca620816 jb march 17, 1978 9:36 pm 512 5 512 512 5 512 512 5 512"
Q32,CACM-2791,"exact probabilities **for** r x **c** contingency tables (algorithm r434) cacm february, 1975 hancock, t. w. ca750208 jb january 12, 1978 2:55 pm 2791 5 2791 2791 5 2791 2791 5 2791"
Q32,CACM-2824,"an improvement **to** martin's algorithm **for** computation **of** **linear** precedence functions cacm october, 1976 duong-kien, c. hoffmann, h. j. muth, d. syntax analysis, precedence functions, boolean **matrices** 4.12 ca761007 jb january 3, 1978 4:13 pm 1542 **4** 2824 1683 **4** 2824 1693 **4** 2824 1781 **4** 2824 1787 **4** 2824 1836 **4** 2824 1945 **4** 2824 2060 **4** 2824 2061 **4** 2824 2082 **4** 2824 2091 **4** 2824 2152 **4** 2824 2179 **4** 2824 2221 **4** 2824 2340 **4** 2824 2340 **4** 2824 2356 **4** 2824 2546 **4** 2824 2603 **4** 2824 2698 **4** 2824 2708 **4** 2824 2824 **4** 2824 2824 **4** 2824 2824 **4** 2824 2982 **4** 2824 2982 **4** 2824 2986 **4** 2824 2986 **4** 2824 2986 **4** 2824 3045 **4** 2824 3093 **4** 2824 1491 5 2824 1683 5 2824 2340 5 2824 2824 5 2824 2824 5 2824 2824 5 2824"
Q32,CACM-2331,"an integer programming problem (algorithm r397) cacm june, 1972 johnson, s. c. kernighan, b. w. integer programming, change-making problem 5.41 ca720614 jb january 30, 1978 3:55 pm 2331 5 2331 2331 5 2331 2331 5 2331"
Q32,CACM-2425,"**the** programmer as navigator cacm november, 1973 bachman, c. w. ca731101 jb january 20, 1978 10:59 am 2425 **4** 2425 2313 5 2425 2425 5 2425 2425 5 2425 2425 5 2425"
Q32,CACM-0906,"combination **in** any order (algorithm 155) cacm march, 1963 mifsud, c. j. ca630314 jb march 14, 1978 1:33 pm 906 5 906 906 5 906 906 5 906"
Q32,CACM-0907,"combination **in** lexicographical order (algorithm 154) cacm march, 1963 mifsud, c. j. ca630313 jb march 14, 1978 1:34 pm 907 5 907 907 5 907 907 5 907 3115 5 907 907 6 907 2045 6 907 2417 6 907 2466 6 907 2884 6 907 579 6 907 785 6 907"
Q32,CACM-0597,"modular data processing systems written **in** cobol cacm may, 1962 emery, j. c. ca620508 jb march 20, 1978 1:47 pm 597 5 597 597 5 597 597 5 597"
Q32,CACM-0187,"compiling connectives cacm june, 1960 swift, c. j. ca600603 jb march 20, 1978 9:54 pm 187 5 187 187 5 187 187 5 187"
Q32,CACM-0260,"interpolation **by** aitken (algorithm 70) cacm november, 1961 mifsud, c. j. ca611108 jb march 15, 1978 10:53 pm 260 5 260 260 5 260 260 5 260"
Q32,CACM-0914,"jovial **and** its documentation cacm march, 1963 shaw, c. j. ca630307 jb march 14, 1978 1:46 pm 914 5 914 914 5 914 914 5 914 1945 5 914 823 6 914 914 6 914 915 6 914 917 6 914 984 6 914 989 6 914 990 6 914 1012 6 914 1084 6 914 1098 6 914 1122 6 914 1138 6 914 1139 6 914 1141 6 914 1200 6 914 1223 6 914 1265 6 914 1336 6 914 1396 6 914 1455 6 914 1477 6 914 1487 6 914 1491 6 914 1496 6 914 483 6 914 584 6 914 669 6 914 680 6 914 763 6 914"
Q32,CACM-0629,"**on** **a** wired-in binary-to-decimal conversion scheme cacm march, 1962 lynch, w. c. ca620303 jb march 20, 1978 3:10 pm 629 5 629 629 5 629 629 5 629"
Q32,CACM-1078,"elementary functions **by** continued fractions (algorithm 229) cacm may, 1964 morelock, j. c. ca640511 jb march 9, 1978 11:55 pm 1078 5 1078 1078 5 1078 1078 5 1078"
Q32,CACM-0904,"fourier series approximation (algorithm 157) cacm march, 1963 mifsud, c. j. ca630316 jb march 14, 1978 1:31 pm 904 5 904 904 5 904 904 5 904"
Q32,CACM-0831,"**real** **error** function, erf (algorithm 123) cacm june, 1963 thacher jr., h. c. ca630618 jb march 14, 1978 10:07 am 1583 5 831 831 5 831 831 5 831 831 5 831 831 6 831 967 6 831 1126 6 831 707 6 831"
Q32,CACM-2910,"equivalence **of** hough curve detection **to** template matching cacm november, 1977 stockman, g. c. picture processing, pattern recognition, curve detection, hough transformation, template matching 3.63 6.9 ca771106 jb december 27, 1977 7:23 am 2788 **4** 2910 2910 **4** 2910 2910 **4** 2910 2400 5 2910 2788 5 2910 2910 5 2910 2910 5 2910 2910 5 2910"
Q32,CACM-0457,"quantum mechanical integrals over all slater-type integrals cacm november, 1962 browne, j. c. ca621104 jb march 17, 1978 6:54 pm 457 5 457 457 5 457 457 5 457"
Q32,CACM-2760,"visible surface plotting program (algorithm r475) cacm may, 1975 doran, c. j. ca750507 jb january 9, 1978 2 2:33 pm 2760 5 2760 2760 5 2760 2760 5 2760"
Q32,CACM-0841,"shuttle sort (algorithm 175) cacm june, 1963 shaw, c. j. trimble, t. n. ca630608 jb march 14, 1978 10:20 am 841 5 841 841 5 841 841 5 841"
Q32,CACM-1513,"**permutation** (algorithm 317 [g6]) cacm november, 1967 robinson, c. l. ca671107d jb march 23, 1978 2:21 pm 1513 5 1513 1513 5 1513 1513 5 1513"
